Wort                                  Start         Ende
--------------------------------------------------------
Ja,                            00:00:07.460 00:00:08.040
darum,                         00:09:10.120 00:09:10.440
dass                           00:09:10.560 00:09:10.640
man                            00:09:10.640 00:09:10.780
da                             00:09:10.780 00:09:10.980
sein                           00:09:10.980 00:09:11.480
Hirn                           00:09:11.480 00:09:11.820
wie                            00:09:11.820 00:09:11.980
so                             00:09:11.980 00:09:12.140
ein                            00:09:12.140 00:09:12.300
Computer                       00:09:12.300 00:09:12.700
vollstopft                     00:09:12.700 00:09:13.440
mit                            00:09:13.440 00:09:13.600
allmöglichem                   00:09:13.600 00:09:14.240
Wissensinheiten                00:09:14.240 00:09:14.940
und                            00:09:14.940 00:09:15.220
dann                           00:09:15.220 00:09:15.360
in                             00:09:15.360 00:09:15.560
Wetten                         00:09:15.560 00:09:16.280
das                            00:09:16.280 00:09:16.520
oder                           00:09:16.520 00:09:16.820
in                             00:09:16.820 00:09:17.040
irgendeinem                    00:09:17.040 00:09:17.820
Rätselquister,                 00:09:17.820 00:09:18.640
besondere                      00:09:18.640 00:09:19.440
Leistungen                     00:09:19.440 00:09:20.080
zu                             00:09:20.080 00:09:20.280
vollbringen,                   00:09:20.280 00:09:20.880
sondern                        00:09:21.280 00:09:21.660
das                            00:09:21.660 00:09:21.940
worauf                         00:09:21.940 00:09:22.380
es                             00:09:22.380 00:09:22.560
ankommt,                       00:09:22.560 00:09:23.020
das                            00:09:23.160 00:09:23.200
sind                           00:09:23.200 00:09:23.400
eigentlich                     00:09:23.400 00:09:23.780
ganz                           00:09:23.780 00:09:24.100
andere                         00:09:24.100 00:09:24.480
Dinge,                         00:09:24.480 00:09:24.720
das                            00:09:24.720 00:09:24.960
sind                           00:09:24.960 00:09:25.220
Dinge,                         00:09:25.220 00:09:25.840
die                            00:09:25.840 00:09:26.080
man                            00:09:26.080 00:09:26.200
gar                            00:09:26.200 00:09:26.380
nicht                          00:09:26.380 00:09:26.580
unterrichten                   00:09:26.580 00:09:27.000
kann.                          00:09:27.000 00:09:27.320
Das                            00:09:27.900 00:09:28.380
sind                           00:09:28.380 00:09:28.600
das                            00:09:28.600 00:09:29.740
sind                           00:09:29.740 00:09:29.920
erst                           00:09:29.920 00:09:30.200
durch                          00:09:30.200 00:09:30.440
eigene                         00:09:30.440 00:09:31.000
Erfahrungen,                   00:09:31.000 00:09:31.940
durch                          00:09:32.080 00:09:32.180
am                             00:09:32.180 00:09:32.380
eigenen                        00:09:32.380 00:09:32.780
Leibgemachte                   00:09:32.780 00:09:33.760
Erfahrungen                    00:09:33.760 00:09:34.540
gewonnene                      00:09:34.540 00:09:35.640
Kompetenzen,                   00:09:35.640 00:09:36.380
die                            00:09:36.500 00:09:36.520
werden                         00:09:36.520 00:09:36.720
in                             00:09:36.720 00:09:36.880
Frontalhören                   00:09:36.880 00:09:37.700
verankert                      00:09:37.700 00:09:38.300
und                            00:09:38.300 00:09:39.140
diese                          00:09:39.140 00:09:39.500
Kompetenzen                    00:09:39.500 00:09:40.340
heißen                         00:09:40.340 00:09:40.680
zum                            00:09:40.680 00:09:40.820
Beispiel                       00:09:40.820 00:09:41.180
die                            00:09:41.180 00:09:41.420
Fähigkeit,                     00:09:41.420 00:09:41.980
dass                           00:09:41.980 00:09:42.220
sich                           00:09:42.220 00:09:42.360
mit                            00:09:42.360 00:09:42.560
anderen                        00:09:42.560 00:09:42.820
Menschen                       00:09:42.820 00:09:43.200
in                             00:09:43.200 00:09:43.400
eine                           00:09:43.400 00:09:43.520
Beziehung                      00:09:43.520 00:09:43.940
kommen                         00:09:43.940 00:09:44.100
kann,                          00:09:44.100 00:09:44.320
dass                           00:09:44.500 00:09:44.560
ich                            00:09:44.560 00:09:44.760
bereit                         00:09:44.760 00:09:45.360
bin,                           00:09:45.360 00:09:45.640
anderen                        00:09:45.880 00:09:46.080
zu                             00:09:46.080 00:09:46.600
begegnen                       00:09:46.600 00:09:47.160
und                            00:09:47.160 00:09:47.380
mich                           00:09:47.380 00:09:47.540
mit                            00:09:47.540 00:09:47.700
anderen                        00:09:47.700 00:09:48.000
auszutauschen,                 00:09:48.000 00:09:48.920
dass                           00:09:49.000 00:09:49.080
ich                            00:09:49.080 00:09:49.220
in                             00:09:49.220 00:09:49.360
der                            00:09:49.360 00:09:49.480
Lage                           00:09:49.480 00:09:49.760
bin,                           00:09:49.760 00:09:49.980
Handlungen                     00:09:50.080 00:09:50.420
zu                             00:09:50.420 00:09:50.720
planen                         00:09:50.720 00:09:51.140
und                            00:09:51.140 00:09:51.220
die                            00:09:51.220 00:09:51.340
Folgen                         00:09:51.340 00:09:51.700
von                            00:09:51.700 00:09:51.840
Handlungen                     00:09:51.840 00:09:52.260
abzuschätzen,                  00:09:52.260 00:09:52.900
dass                           00:09:53.420 00:09:53.680
ich                            00:09:53.680 00:09:53.840
mich                           00:09:53.840 00:09:53.980
auch                           00:09:53.980 00:09:54.120
in                             00:09:54.120 00:09:54.240
andere                         00:09:54.240 00:09:54.540
Menschen                       00:09:54.540 00:09:54.900
hinein                         00:09:54.900 00:09:55.420
versetzen                      00:09:55.420 00:09:55.700
kann,                          00:09:55.700 00:09:56.080
dass                           00:09:56.260 00:09:56.300
ich                            00:09:56.300 00:09:56.560
die                            00:09:57.520 00:09:58.100
Verantwortung                  00:09:58.100 00:09:58.100
übernehmen                     00:09:58.100 00:09:58.660
kann,                          00:09:58.660 00:09:58.880
dass                           00:09:59.020 00:09:59.040
ich                            00:09:59.040 00:09:59.220
gelegen,                       00:09:59.220 00:09:59.620
dass                           00:09:59.760 00:10:00.040
ich                            00:10:00.040 00:10:00.040
auch                           00:10:00.040 00:10:00.040
mal                            00:10:00.040 00:10:00.220
im                             00:10:00.220 00:10:00.480
Puls                           00:10:00.480 00:10:01.020
kontrollieren                  00:10:01.020 00:10:01.740
kann,                          00:10:01.740 00:10:01.960
der                            00:10:02.120 00:10:02.160
von                            00:10:02.160 00:10:02.320
unten                          00:10:02.320 00:10:02.640
hoch                           00:10:02.640 00:10:02.940
will                           00:10:02.940 00:10:03.140
und                            00:10:03.140 00:10:03.800
dass                           00:10:03.800 00:10:03.940
ich                            00:10:03.940 00:10:04.120
auch                           00:10:04.120 00:10:04.220
mal                            00:10:04.220 00:10:04.400
ein                            00:10:04.400 00:10:04.560
bisschen                       00:10:04.560 00:10:04.780
Frust                          00:10:04.780 00:10:05.460
aushalte                       00:10:05.460 00:10:06.000
und                            00:10:06.000 00:10:06.280
all                            00:10:06.280 00:10:06.440
diese                          00:10:06.440 00:10:06.800
wunderbaren                    00:10:06.800 00:10:07.680
Fähigkeiten                    00:10:07.680 00:10:08.160
kann                           00:10:08.160 00:10:08.580
man                            00:10:08.580 00:10:08.740
leider                         00:10:08.740 00:10:09.100
nicht                          00:10:09.100 00:10:09.560
unterrichten                   00:10:09.560 00:10:10.240
und                            00:10:10.240 00:10:10.480
deshalb                        00:10:10.480 00:10:10.740
werden                         00:10:10.740 00:10:11.040
sich                           00:10:11.040 00:10:11.360
unsere                         00:10:11.360 00:10:12.180
Schulen                        00:10:12.180 00:10:12.560
verändern                      00:10:12.560 00:10:13.360
müssen.                        00:10:13.360 00:10:13.720
Jetzt                          00:10:13.720 00:10:14.920
heißt                          00:10:14.920 00:10:15.080
die                            00:10:15.080 00:10:15.260
entscheidende                  00:10:15.260 00:10:15.700
Frage,                         00:10:15.700 00:10:15.900
wer                            00:10:16.080 00:10:16.140
verändert                      00:10:16.140 00:10:16.540
man                            00:10:16.540 00:10:16.720
eigentlich                     00:10:16.720 00:10:16.980
unsere                         00:10:16.980 00:10:17.320
Schule?                        00:10:17.320 00:10:17.700
Woher                          00:10:17.780 00:10:18.100
soll                           00:10:18.100 00:10:18.320
dieser                         00:10:18.320 00:10:18.640
wunderbare                     00:10:18.640 00:10:19.260
Impuls                         00:10:19.260 00:10:19.700
kommen?                        00:10:19.700 00:10:20.120
Wo                             00:10:20.960 00:10:21.360
sind                           00:10:21.360 00:10:21.560
die                            00:10:21.560 00:10:21.760
großen                         00:10:21.760 00:10:22.120
Helden,                        00:10:22.120 00:10:22.660
die                            00:10:22.780 00:10:23.360
diese                          00:10:23.360 00:10:23.660
Veränderungsprozesse           00:10:23.660 00:10:24.780
vorantreiben                   00:10:24.780 00:10:25.440
und                            00:10:25.440 00:10:26.280
die                            00:10:26.280 00:10:26.420
erste                          00:10:26.420 00:10:26.760
Antwort                        00:10:26.760 00:10:27.780
heißt                          00:10:27.780 00:10:28.060
schon                          00:10:28.060 00:10:28.260
mal                            00:10:28.260 00:10:28.440
der                            00:10:28.440 00:10:28.740
liebe                          00:10:28.740 00:10:28.980
Gottwirt                       00:10:28.980 00:10:29.420
ist                            00:10:29.420 00:10:29.580
nicht                          00:10:29.580 00:10:29.720
machen                         00:10:29.720 00:10:30.040
für                            00:10:30.040 00:10:30.260
uns.                           00:10:30.260 00:10:30.540
Die                            00:10:32.140 00:10:32.660
zweite                         00:10:32.660 00:10:32.920
Antwort                        00:10:32.920 00:10:33.360
heißt,                         00:10:33.360 00:10:33.760
die                            00:10:34.180 00:10:34.300
Regierungen                    00:10:34.300 00:10:34.900
werden                         00:10:34.900 00:10:35.220
es                             00:10:35.220 00:10:35.480
auch                           00:10:35.480 00:10:35.660
nicht                          00:10:35.660 00:10:35.820
machen,                        00:10:35.820 00:10:36.040
auch                           00:10:36.440 00:10:36.540
nicht                          00:10:36.540 00:10:36.740
die                            00:10:36.740 00:10:36.920
Kultusbehörden                 00:10:36.920 00:10:37.780
und                            00:10:37.780 00:10:38.640
auch                           00:10:38.640 00:10:38.800
nicht                          00:10:38.800 00:10:38.980
die                            00:10:38.980 00:10:39.140
Schulaufsichtsämter.           00:10:39.140 00:10:40.100
Die                            00:10:41.380 00:10:41.900
haben                          00:10:41.900 00:10:42.100
sozusagen                      00:10:42.100 00:10:42.840
genug                          00:10:42.840 00:10:43.180
und                            00:10:43.180 00:10:43.580
alle                           00:10:43.580 00:10:43.820
Hände                          00:10:43.820 00:10:44.040
damit                          00:10:44.040 00:10:44.340
zu                             00:10:44.340 00:10:44.520
tun,                           00:10:44.520 00:10:44.740
diesen                         00:10:45.000 00:10:45.260
Notstand                       00:10:45.260 00:10:46.120
zu                             00:10:46.120 00:10:46.360
verweiten,                     00:10:46.360 00:10:46.820
der                            00:10:46.960 00:10:47.020
sich                           00:10:47.020 00:10:47.260
nun                            00:10:47.260 00:10:47.400
inzwischen                     00:10:47.400 00:10:47.820
auch                           00:10:47.820 00:10:48.060
immer                          00:10:48.060 00:10:48.360
stärker                        00:10:48.360 00:10:48.760
deutlich                       00:10:48.760 00:10:49.600
macht.                         00:10:49.600 00:10:49.980
Die                            00:10:52.840 00:10:53.400
Schuldirektoren                00:10:53.400 00:10:53.960
und                            00:10:53.960 00:10:54.120
die                            00:10:54.120 00:10:54.280
Schullehrer                    00:10:54.280 00:10:54.880
werden                         00:10:54.880 00:10:55.880
es                             00:10:55.880 00:10:56.040
auch                           00:10:56.040 00:10:56.160
nicht                          00:10:56.160 00:10:56.320
verändern                      00:10:56.320 00:10:56.600
können.                        00:10:56.600 00:10:57.160
Da                             00:10:57.740 00:10:57.860
haben                          00:10:57.860 00:10:58.060
wir                            00:10:58.060 00:10:58.180
ja                             00:10:58.180 00:10:58.320
im                             00:10:58.320 00:10:58.640
Augenblickene                  00:10:58.640 00:10:58.980
Situation,                     00:10:58.980 00:10:59.320
dass                           00:10:59.320 00:10:59.760
die                            00:10:59.760 00:11:00.820
eigentlich                     00:11:00.820 00:11:01.260
die                            00:11:01.260 00:11:02.280
belastetste                    00:11:02.280 00:11:02.940
Gruppe                         00:11:02.940 00:11:03.200
ist.                           00:11:03.200 00:11:03.420
Es                             00:11:03.520 00:11:03.640
will                           00:11:03.640 00:11:03.760
schon                          00:11:03.760 00:11:03.920
kaum                           00:11:03.920 00:11:04.140
noch                           00:11:04.140 00:11:04.340
einer                          00:11:04.340 00:11:04.560
Schuldirektor                  00:11:04.560 00:11:06.040
werden                         00:11:06.040 00:11:06.360
und                            00:11:06.360 00:11:06.660
die                            00:11:06.660 00:11:06.960
Lehrer                         00:11:06.960 00:11:07.280
sind                           00:11:07.280 00:11:07.520
die                            00:11:07.520 00:11:07.760
Krankeste                      00:11:07.760 00:11:08.620
Berufskruppe                   00:11:08.620 00:11:09.680
von                            00:11:09.680 00:11:09.980
allen                          00:11:09.980 00:11:10.840
sozialarbeiten                 00:11:10.840 00:11:11.780
Berufskruten,                  00:11:11.780 00:11:12.740
weil                           00:11:12.860 00:11:12.980
sie                            00:11:12.980 00:11:13.260
so                             00:11:13.260 00:11:13.480
viel                           00:11:13.480 00:11:13.640
Druck                          00:11:13.640 00:11:13.840
bekommen,                      00:11:13.840 00:11:14.120
weil                           00:11:14.500 00:11:14.640
sie                            00:11:14.640 00:11:15.340
sowohl                         00:11:15.340 00:11:15.680
von                            00:11:15.680 00:11:15.840
unten                          00:11:15.840 00:11:16.180
immer                          00:11:16.180 00:11:16.460
nur                            00:11:16.460 00:11:16.680
Erfüllungsgelfen               00:11:16.680 00:11:17.780
eines                          00:11:17.780 00:11:18.180
Kultusministeriums,            00:11:18.180 00:11:18.980
die                            00:11:18.980 00:11:19.640
in                             00:11:19.640 00:11:19.860
den                            00:11:19.860 00:11:20.960
Katalogs                       00:11:20.960 00:11:21.500
von                            00:11:21.500 00:11:21.600
Vorschriften                   00:11:21.600 00:11:22.200
sind                           00:11:22.200 00:11:22.360
und                            00:11:22.360 00:11:22.560
weil                           00:11:22.560 00:11:22.700
sie                            00:11:22.700 00:11:22.840
gleichzeitig                   00:11:22.840 00:11:23.320
mit                            00:11:23.320 00:11:23.620
Eltern                         00:11:23.620 00:11:23.820
konfrontiert                   00:11:23.820 00:11:24.460
sind,                          00:11:24.460 00:11:24.820
die                            00:11:25.120 00:11:25.840
von                            00:11:25.840 00:11:26.520
ihnen                          00:11:26.520 00:11:26.740
etwas                          00:11:26.740 00:11:27.060
verlangen,                     00:11:27.060 00:11:27.460
was                            00:11:27.640 00:11:27.700
also                           00:11:27.700 00:11:27.960
nur                            00:11:27.960 00:11:28.080
über                           00:11:28.080 00:11:28.320
Menschen                       00:11:28.320 00:11:28.540
leisten                        00:11:28.540 00:11:28.860
können.                        00:11:28.860 00:11:29.240
So,                            00:11:29.660 00:11:29.660
dann                           00:11:29.760 00:11:29.800
wäre                           00:11:29.800 00:11:30.000
die                            00:11:30.000 00:11:30.160
nächste                        00:11:30.160 00:11:30.440
Frage,                         00:11:30.440 00:11:30.740
die                            00:11:30.860 00:11:30.940
Eltern                         00:11:30.940 00:11:31.240
könnten,                       00:11:31.240 00:11:31.580
die                            00:11:31.760 00:11:31.800
Eltern                         00:11:31.800 00:11:32.100
unter                          00:11:32.100 00:11:32.400
Umständen                      00:11:32.400 00:11:32.860
des                            00:11:32.860 00:11:32.960
Schulsystems                   00:11:32.960 00:11:33.580
verändern                      00:11:33.580 00:11:33.740
könnten,                       00:11:33.740 00:11:34.100
dass                           00:11:34.200 00:11:34.300
die                            00:11:34.300 00:11:34.520
Helden                         00:11:34.520 00:11:34.860
sein.                          00:11:34.860 00:11:35.060
Die                            00:11:35.760 00:11:36.100
Antwort                        00:11:36.100 00:11:36.320
heißt                          00:11:36.320 00:11:36.640
wahrscheinlich                 00:11:36.640 00:11:37.160
auch                           00:11:37.160 00:11:37.460
nicht,                         00:11:37.460 00:11:37.720
weil                           00:11:37.820 00:11:37.880
die                            00:11:37.880 00:11:38.080
haben                          00:11:38.080 00:11:38.200
alle                           00:11:38.200 00:11:38.460
genug                          00:11:38.460 00:11:38.700
zu                             00:11:38.700 00:11:38.960
tun,                           00:11:38.960 00:11:39.280
ihre                           00:11:39.660 00:11:40.080
Kinder                         00:11:40.080 00:11:40.400
einigermaßen                   00:11:40.400 00:11:41.160
durch                          00:11:41.160 00:11:41.360
dieses                         00:11:41.360 00:11:41.660
ganze                          00:11:41.660 00:11:41.820
Schulsystem                    00:11:41.820 00:11:42.440
hin                            00:11:42.440 00:11:42.700
durchzubringen                 00:11:42.700 00:11:43.480
und                            00:11:43.480 00:11:43.580
die                            00:11:43.580 00:11:43.720
Schüler                        00:11:43.720 00:11:44.000
selbst                         00:11:44.000 00:11:44.300
werden                         00:11:44.300 00:11:44.540
sie                            00:11:44.540 00:11:44.640
auch                           00:11:44.640 00:11:44.760
nicht                          00:11:44.760 00:11:44.880
machen                         00:11:44.880 00:11:45.100
können.                        00:11:45.100 00:11:45.500
Weil                           00:11:46.600 00:11:47.160
die                            00:11:47.160 00:11:47.420
müssen                         00:11:47.420 00:11:48.200
da                             00:11:48.200 00:11:48.380
da                             00:11:48.380 00:11:48.540
irgendwie                      00:11:48.540 00:11:48.860
durch                          00:11:48.860 00:11:49.120
und                            00:11:49.120 00:11:49.340
haben                          00:11:49.340 00:11:49.520
zu                             00:11:49.520 00:11:49.840
tun,                           00:11:49.840 00:11:50.140
sich                           00:11:50.880 00:11:51.180
das                            00:11:51.180 00:11:51.340
alles                          00:11:51.340 00:11:51.580
anzueigen                      00:11:51.580 00:11:52.260
und                            00:11:52.260 00:11:52.520
einigermaßen                   00:11:52.520 00:11:53.240
angepasst                      00:11:53.240 00:11:54.040
durch                          00:11:54.040 00:11:54.220
dieses                         00:11:54.220 00:11:54.580
System                         00:11:54.580 00:11:55.000
mit                            00:11:55.000 00:11:55.280
möglichst                      00:11:55.280 00:11:55.760
guten                          00:11:55.760 00:11:56.200
Sensoren                       00:11:56.200 00:11:56.580
hinten                         00:11:56.580 00:11:56.920
rauszukommen.                  00:11:56.920 00:11:57.560
Also                           00:11:58.440 00:11:59.000
keiner                         00:11:59.000 00:11:59.280
da                             00:11:59.280 00:11:59.540
auf                            00:11:59.540 00:11:59.920
den                            00:11:59.920 00:12:00.080
ersten                         00:12:00.080 00:12:00.360
Blick                          00:12:00.360 00:12:00.640
und                            00:12:00.640 00:12:01.740
die                            00:12:01.740 00:12:01.840
Lösung                         00:12:01.840 00:12:02.100
sieht                          00:12:02.100 00:12:02.420
eben                           00:12:02.420 00:12:02.680
deshalb                        00:12:02.680 00:12:02.920
auch                           00:12:02.920 00:12:03.200
immer                          00:12:03.200 00:12:03.400
mal                            00:12:03.400 00:12:03.560
ein                            00:12:03.560 00:12:03.660
bisschen                       00:12:03.660 00:12:03.820
anders                         00:12:03.820 00:12:04.120
aus                            00:12:04.120 00:12:04.360
als                            00:12:04.360 00:12:04.580
früher                         00:12:04.580 00:12:04.940
und                            00:12:04.940 00:12:05.800
die                            00:12:05.800 00:12:05.920
Lösung                         00:12:05.920 00:12:06.240
heißt,                         00:12:06.240 00:12:06.720
es                             00:12:07.760 00:12:07.960
geht                           00:12:07.960 00:12:08.140
nur                            00:12:08.140 00:12:08.380
gemeinsam.                     00:12:08.380 00:12:08.840
Es                             00:12:09.720 00:12:10.200
geht                           00:12:10.200 00:12:10.380
nur                            00:12:10.380 00:12:10.600
gemeinsam                      00:12:10.600 00:12:11.060
und                            00:12:11.060 00:12:11.280
deshalb                        00:12:11.280 00:12:11.560
haben                          00:12:11.560 00:12:11.780
wir                            00:12:11.780 00:12:11.900
eine                           00:12:11.900 00:12:12.100
Initiative                     00:12:12.100 00:12:12.640
ins                            00:12:12.640 00:12:13.080
Leben                          00:12:13.080 00:12:13.320
gerufen,                       00:12:13.320 00:12:13.720
nachdem                        00:12:13.860 00:12:14.060
wir                            00:12:14.060 00:12:14.240
gesehen                        00:12:14.240 00:12:14.500
haben,                         00:12:14.500 00:12:14.860
dass                           00:12:14.940 00:12:15.020
auf                            00:12:15.020 00:12:15.720
die                            00:12:15.720 00:12:15.860
andere                         00:12:15.860 00:12:16.160
nicht                          00:12:16.160 00:12:16.420
so                             00:12:16.420 00:12:16.580
recht                          00:12:16.580 00:12:16.760
verlass                        00:12:16.760 00:12:17.140
ist                            00:12:17.140 00:12:17.260
und                            00:12:17.260 00:12:17.440
diese                          00:12:17.440 00:12:17.660
Initiative                     00:12:17.660 00:12:18.080
ist                            00:12:18.080 00:12:18.440
Schule                         00:12:18.440 00:12:18.760
im                             00:12:18.760 00:12:19.000
Aufbruch                       00:12:19.000 00:12:19.460
und                            00:12:19.460 00:12:19.640
der                            00:12:19.640 00:12:19.780
Kern                           00:12:19.780 00:12:20.000
dieser                         00:12:20.000 00:12:20.360
Initiative                     00:12:20.360 00:12:21.040
und                            00:12:21.040 00:12:21.760
die                            00:12:21.760 00:12:21.920
Botschaft,                     00:12:21.920 00:12:22.440
mit                            00:12:22.440 00:12:22.740
der                            00:12:22.740 00:12:22.880
wir                            00:12:22.880 00:12:23.020
da                             00:12:23.020 00:12:23.160
unterwegs                      00:12:23.160 00:12:23.560
sind                           00:12:23.560 00:12:23.900
im                             00:12:23.900 00:12:24.000
ganzen                         00:12:24.000 00:12:24.280
Land,                          00:12:24.280 00:12:24.540
mit                            00:12:24.840 00:12:25.500
der                            00:12:25.500 00:12:25.640
wir                            00:12:25.640 00:12:25.780
auch                           00:12:25.780 00:12:25.920
eine                           00:12:25.920 00:12:26.140
große                          00:12:26.140 00:12:26.480
Roadshow                       00:12:26.480 00:12:27.100
veranstaltet                   00:12:27.100 00:12:27.860
haben,                         00:12:27.860 00:12:28.300
wo                             00:12:28.440 00:12:28.520
wir                            00:12:28.520 00:12:28.760
in                             00:12:28.760 00:12:29.720
zehn                           00:12:29.720 00:12:30.100
verschiedenen                  00:12:30.100 00:12:30.740
Städten                        00:12:30.740 00:12:31.280
jeweils                        00:12:31.280 00:12:31.660
fast                           00:12:31.660 00:12:31.860
1                              00:12:31.860 00:12:32.120
.000                           00:12:32.120 00:12:32.380
Leute                          00:12:32.380 00:12:32.660
erreicht                       00:12:32.660 00:12:33.000
haben                          00:12:33.000 00:12:33.320
und                            00:12:33.320 00:12:33.460
dann                           00:12:33.460 00:12:33.600
in                             00:12:33.600 00:12:33.740
zehn                           00:12:33.740 00:12:33.980
Tagen                          00:12:33.980 00:12:34.300
10                             00:12:34.300 00:12:34.540
.000                           00:12:34.540 00:12:34.920
Leute                          00:12:34.920 00:12:35.180
begeistert                     00:12:35.180 00:12:35.800
haben                          00:12:35.800 00:12:35.960
und                            00:12:35.960 00:12:36.060
auf                            00:12:36.060 00:12:36.220
die                            00:12:36.220 00:12:36.380
Idee                           00:12:36.380 00:12:36.580
gebracht                       00:12:36.580 00:12:36.860
haben,                         00:12:36.860 00:12:37.140
es                             00:12:37.200 00:12:37.300
geht                           00:12:37.300 00:12:37.420
ja                             00:12:37.420 00:12:37.620
doch.                          00:12:37.620 00:12:37.840
Die                            00:12:38.840 00:12:39.320
Kern                           00:12:39.320 00:12:39.540
-ED                            00:12:39.540 00:12:39.840
heißt                          00:12:39.840 00:12:40.340
in                             00:12:40.340 00:12:41.460
dem                            00:12:41.460 00:12:41.740
Augenblick,                    00:12:41.740 00:12:42.360
wo                             00:12:42.840 00:12:43.380
sich                           00:12:43.380 00:12:43.720
an                             00:12:43.720 00:12:44.120
einer                          00:12:44.120 00:12:44.480
Schule                         00:12:44.480 00:12:44.780
vor                            00:12:44.780 00:12:45.340
Ort                            00:12:45.340 00:12:45.640
diejenigen,                    00:12:45.640 00:12:46.820
die                            00:12:46.900 00:12:47.100
dort                           00:12:47.100 00:12:47.400
unterwegs                      00:12:47.400 00:12:48.060
sind                           00:12:48.060 00:12:48.480
und                            00:12:48.480 00:12:49.120
das                            00:12:49.120 00:12:49.280
sind                           00:12:49.280 00:12:49.520
die                            00:12:49.520 00:12:49.800
Eltern,                        00:12:49.800 00:12:50.540
die                            00:12:51.200 00:12:51.480
Lehrer,                        00:12:51.480 00:12:51.760
die                            00:12:52.280 00:12:52.480
Schulleitung                   00:12:52.480 00:12:53.040
und                            00:12:53.040 00:12:53.360
die                            00:12:53.360 00:12:53.500
Schüler,                       00:12:53.500 00:12:53.800
einig                          00:12:54.160 00:12:54.700
sind.                          00:12:54.700 00:12:54.960
Wenn                           00:12:54.960 00:12:55.920
die                            00:12:55.920 00:12:56.140
ein                            00:12:56.140 00:12:56.360
Bündnis                        00:12:56.360 00:12:56.920
bilden,                        00:12:56.920 00:12:57.860
dann                           00:12:57.860 00:12:58.100
kann                           00:12:58.100 00:12:58.340
man                            00:12:58.340 00:12:58.620
in                             00:12:58.620 00:12:58.800
jeder                          00:12:58.800 00:12:59.100
Schule                         00:12:59.100 00:12:59.480
alles                          00:12:59.480 00:12:59.840
machen.                        00:12:59.840 00:13:00.160
Die                            00:13:00.560 00:13:00.640
können                         00:13:00.640 00:13:00.860
gemeinsam                      00:13:00.860 00:13:01.460
schließen,                     00:13:01.460 00:13:01.880
beschließen,                   00:13:02.280 00:13:02.580
dass                           00:13:02.700 00:13:02.760
der                            00:13:02.760 00:13:02.920
Unterricht                     00:13:02.920 00:13:03.320
im                             00:13:03.320 00:13:03.460
Sommer                         00:13:03.460 00:13:03.640
nur                            00:13:03.640 00:13:03.840
noch                           00:13:03.840 00:13:04.020
im                             00:13:04.020 00:13:04.140
Wald                           00:13:04.140 00:13:04.300
stattfindet                    00:13:04.300 00:13:05.020
oder                           00:13:05.020 00:13:05.580
die                            00:13:05.580 00:13:05.780
können                         00:13:05.780 00:13:06.020
beschließen,                   00:13:06.020 00:13:06.560
wie                            00:13:06.600 00:13:06.700
das                            00:13:06.700 00:13:06.840
an                             00:13:06.840 00:13:07.000
einer                          00:13:07.000 00:13:07.280
Schule                         00:13:07.280 00:13:07.540
passiert                       00:13:07.540 00:13:07.920
ist                            00:13:07.920 00:13:08.300
und                            00:13:08.300 00:13:09.520
der                            00:13:09.520 00:13:09.960
Schule                         00:13:09.960 00:13:10.360
so                             00:13:10.360 00:13:10.600
vorgegeben                     00:13:10.600 00:13:11.180
worden                         00:13:11.180 00:13:11.500
ist,                           00:13:11.500 00:13:11.680
war                            00:13:11.780 00:13:11.820
eine                           00:13:11.820 00:13:11.980
gesammt                        00:13:11.980 00:13:12.740
Schule,                        00:13:12.740 00:13:13.040
dass                           00:13:13.220 00:13:13.320
die                            00:13:13.320 00:13:13.520
plötzlich                      00:13:13.520 00:13:13.900
statt                          00:13:13.900 00:13:14.220
13                             00:13:14.220 00:13:14.680
Jahren                         00:13:14.680 00:13:15.080
auf                            00:13:15.080 00:13:15.620
einmal                         00:13:15.620 00:13:15.820
nur                            00:13:15.820 00:13:16.000
noch                           00:13:16.000 00:13:16.180
zwölf                          00:13:16.180 00:13:16.540
Jahre                          00:13:16.540 00:13:16.720
bis                            00:13:16.720 00:13:16.960
zum                            00:13:16.960 00:13:17.120
Abitur                         00:13:17.120 00:13:17.600
machen                         00:13:17.600 00:13:17.860
sollten.                       00:13:17.860 00:13:18.300
Dann                           00:13:18.300 00:13:18.780
haben                          00:13:18.780 00:13:18.980
die                            00:13:18.980 00:13:19.240
Eltern,                        00:13:19.240 00:13:19.580
die                            00:13:19.820 00:13:19.820
Lehrer,                        00:13:19.820 00:13:20.140
die                            00:13:20.280 00:13:20.340
Schulleitung                   00:13:20.340 00:13:20.960
und                            00:13:20.960 00:13:21.860
die                            00:13:21.860 00:13:21.980
Schüler                        00:13:21.980 00:13:22.260
gemeinsam                      00:13:22.260 00:13:22.700
beschlossen,                   00:13:22.700 00:13:23.080
dass                           00:13:23.300 00:13:23.340
in                             00:13:23.340 00:13:23.500
dieser                         00:13:23.500 00:13:23.740
Schule                         00:13:23.740 00:13:24.020
in                             00:13:24.020 00:13:24.160
der                            00:13:24.160 00:13:24.280
10                             00:13:24.280 00:13:24.440
.000                           00:13:24.440 00:13:24.680
-Klasse                        00:13:24.680 00:13:24.760
alles                          00:13:24.760 00:13:25.060
sitzen                         00:13:25.060 00:13:25.320
bleiben.                       00:13:25.320 00:13:25.540
So                             00:13:25.800 00:13:25.900
kann                           00:13:25.900 00:13:26.140
