Wort                                  Start         Ende
--------------------------------------------------------
Ja,                            00:00:07.680 00:00:08.240
wundern                        00:08:48.260 00:08:48.560
wir,                           00:08:48.560 00:08:48.740
dass                           00:08:48.840 00:08:48.920
unsere                         00:08:48.920 00:08:49.260
Kinder                         00:08:49.260 00:08:49.500
nicht                          00:08:49.500 00:08:49.760
mehr                           00:08:49.760 00:08:50.020
neu                            00:08:50.020 00:08:50.460
gerichtet                      00:08:50.460 00:08:50.940
sind.                          00:08:50.940 00:08:51.560
Also                           00:08:51.760 00:08:51.880
Regeln                         00:08:51.880 00:08:52.580
sind                           00:08:52.580 00:08:52.820
allgegenwärtig                 00:08:52.820 00:08:53.800
und                            00:08:53.800 00:08:54.040
die                            00:08:54.040 00:08:54.140
Frage                          00:08:54.140 00:08:54.360
ist,                           00:08:54.360 00:08:54.900
wie                            00:08:56.240 00:08:56.520
kann                           00:08:56.520 00:08:56.760
ich                            00:08:56.760 00:08:56.960
dann                           00:08:56.960 00:08:57.320
mit                            00:08:57.320 00:08:57.840
Regeln                         00:08:57.840 00:08:58.400
umgehen,                       00:08:58.400 00:08:59.040
mit                            00:08:59.340 00:09:00.260
Regeln                         00:09:00.260 00:09:00.580
umgehen,                       00:09:00.580 00:09:00.920
die                            00:09:01.020 00:09:01.080
mich                           00:09:01.080 00:09:01.260
ja                             00:09:01.260 00:09:01.340
erstmal                        00:09:01.340 00:09:01.760
eingrenzen,                    00:09:01.760 00:09:03.000
die                            00:09:03.000 00:09:03.280
mir                            00:09:03.280 00:09:03.420
ein                            00:09:03.420 00:09:03.600
Korsetz                        00:09:03.600 00:09:04.040
sind.                          00:09:04.040 00:09:04.700
Sie                            00:09:05.640 00:09:05.760
haben                          00:09:05.760 00:09:05.860
ja                             00:09:05.860 00:09:05.960
auch                           00:09:05.960 00:09:06.080
ein                            00:09:06.080 00:09:06.160
Vorteil,                       00:09:06.160 00:09:06.720
Sie                            00:09:06.840 00:09:06.940
bilden                         00:09:06.940 00:09:07.700
die                            00:09:07.700 00:09:07.780
Grundlage                      00:09:07.780 00:09:08.240
unseres                        00:09:08.240 00:09:09.060
miteinander,                   00:09:09.060 00:09:09.440
dass                           00:09:09.560 00:09:09.740
die                            00:09:09.740 00:09:09.820
Regel                          00:09:09.820 00:09:10.020
du                             00:09:10.020 00:09:10.160
sollst                         00:09:10.160 00:09:10.360
nicht                          00:09:10.360 00:09:10.520
töten,                         00:09:10.520 00:09:10.960
du                             00:09:11.580 00:09:11.640
sollst                         00:09:11.640 00:09:11.860
nicht                          00:09:11.860 00:09:12.020
dies                           00:09:12.020 00:09:12.240
oder                           00:09:12.240 00:09:12.380
jenes,                         00:09:12.380 00:09:12.760
denn                           00:09:12.860 00:09:12.960
denn                           00:09:12.960 00:09:13.280
sann                           00:09:13.280 00:09:13.460
den                            00:09:13.460 00:09:13.620
Decker                         00:09:13.620 00:09:13.900
-Log                           00:09:13.900 00:09:14.220
an                             00:09:14.220 00:09:14.740
die                            00:09:14.740 00:09:14.880
zehn                           00:09:14.880 00:09:15.080
Gebote.                        00:09:15.080 00:09:15.560
Die                            00:09:16.080 00:09:16.380
machen                         00:09:16.380 00:09:16.660
ja                             00:09:16.660 00:09:16.900
Sinn,                          00:09:16.900 00:09:17.160
aber                           00:09:17.800 00:09:18.040
sie                            00:09:18.040 00:09:18.220
grenzen                        00:09:18.220 00:09:18.720
uns                            00:09:18.720 00:09:18.940
auch                           00:09:18.940 00:09:19.160
ein.                           00:09:19.160 00:09:19.320
Und                            00:09:19.500 00:09:19.500
damit                          00:09:19.500 00:09:19.680
hin,                           00:09:19.680 00:09:20.500
dann                           00:09:20.660 00:09:20.740
sie                            00:09:20.740 00:09:20.920
uns                            00:09:20.920 00:09:21.060
im                             00:09:21.060 00:09:21.200
Grund                          00:09:21.200 00:09:21.360
genommen                       00:09:21.360 00:09:21.580
unseren                        00:09:21.580 00:09:21.980
Freiraum                       00:09:21.980 00:09:23.080
größer                         00:09:23.080 00:09:23.660
werden                         00:09:23.660 00:09:23.820
zu                             00:09:23.820 00:09:24.060
lassen                         00:09:24.060 00:09:24.320
und                            00:09:24.320 00:09:24.580
unsere                         00:09:24.580 00:09:24.940
Identität                      00:09:24.940 00:09:25.660
unser                          00:09:25.660 00:09:26.000
eigenes                        00:09:26.000 00:09:26.440
ich                            00:09:26.440 00:09:26.720
wachsen                        00:09:26.720 00:09:27.360
zu                             00:09:27.360 00:09:27.580
lassen.                        00:09:27.580 00:09:27.880
Also                           00:09:29.280 00:09:29.720
geht                           00:09:29.720 00:09:29.900
es                             00:09:29.900 00:09:30.020
um                             00:09:30.020 00:09:30.100
einen                          00:09:30.100 00:09:30.220
Gleichgewicht.                 00:09:30.220 00:09:30.900
Ich                            00:09:32.020 00:09:32.460
habe                           00:09:32.460 00:09:32.560
ihn                            00:09:32.560 00:09:32.700
jetzt                          00:09:32.700 00:09:32.880
drei                           00:09:32.880 00:09:33.280
Botschaften                    00:09:33.280 00:09:35.020
gleich                         00:09:35.020 00:09:35.620
mitgebracht,                   00:09:35.620 00:09:36.580
wie                            00:09:37.100 00:09:37.220
ich                            00:09:37.220 00:09:37.380
persönlich                     00:09:37.380 00:09:37.800
mit                            00:09:37.800 00:09:38.020
Spielregeln                    00:09:38.020 00:09:38.560
umgehe,                        00:09:38.560 00:09:38.980
ganz                           00:09:40.000 00:09:40.160
praktisch                      00:09:40.160 00:09:40.920
und                            00:09:40.920 00:09:41.920
wie                            00:09:41.920 00:09:42.600
ich                            00:09:42.600 00:09:42.880
dadurch                        00:09:42.880 00:09:43.180
ja                             00:09:43.180 00:09:44.020
meine                          00:09:44.020 00:09:44.320
persönliche                    00:09:44.320 00:09:44.840
Freiheit                       00:09:44.840 00:09:45.140
und                            00:09:45.140 00:09:45.460
die                            00:09:45.460 00:09:45.580
Identität                      00:09:45.580 00:09:46.140
gefunden                       00:09:46.140 00:09:46.500
habe.                          00:09:46.500 00:09:46.800
Regeln                         00:09:47.300 00:09:47.560
Nummer                         00:09:47.560 00:09:47.800
1,                             00:09:47.800 00:09:48.200
ganz                           00:09:49.000 00:09:49.460
wichtig                        00:09:49.460 00:09:49.880
für                            00:09:49.880 00:09:50.140
mich                           00:09:50.140 00:09:50.260
ist,                           00:09:50.260 00:09:50.540
ich                            00:09:51.100 00:09:51.260
teile                          00:09:51.260 00:09:51.800
heutzutage                     00:09:51.800 00:09:52.620
Spielregeln                    00:09:52.620 00:09:53.660
im                             00:09:53.660 00:09:53.920
Grund                          00:09:53.920 00:09:54.100
genommen                       00:09:54.100 00:09:54.360
in                             00:09:54.360 00:09:54.820
zwei                           00:09:54.820 00:09:55.240
Ebenen                         00:09:55.240 00:09:55.660
auf.                           00:09:55.660 00:09:55.920
Die                            00:09:57.760 00:09:58.000
eine                           00:09:58.000 00:09:58.320
Ebene                          00:09:58.320 00:09:58.760
ist                            00:09:58.760 00:09:58.960
die                            00:09:58.960 00:09:59.160
durchaus                       00:09:59.160 00:09:59.960
leicht                         00:09:59.960 00:10:00.340
und                            00:10:00.340 00:10:00.680
gut                            00:10:00.680 00:10:00.860
nachvollziehbarer.             00:10:00.860 00:10:01.980
Das                            00:10:02.440 00:10:02.800
ist                            00:10:02.800 00:10:02.980
die                            00:10:02.980 00:10:03.200
Ebene                          00:10:03.200 00:10:03.660
des                            00:10:03.660 00:10:05.040
Handlungsziel                  00:10:05.040 00:10:05.920
oder                           00:10:05.920 00:10:06.980
der                            00:10:06.980 00:10:07.160
Handlungsanweisung             00:10:07.160 00:10:08.280
könnte                         00:10:08.280 00:10:08.480
man                            00:10:08.480 00:10:08.700
sagen.                         00:10:08.700 00:10:09.040
Denk                           00:10:09.240 00:10:09.420
sie                            00:10:09.420 00:10:09.500
zum                            00:10:09.500 00:10:09.640
Beispiel                       00:10:09.640 00:10:09.780
ein                            00:10:09.780 00:10:09.980
folgende                       00:10:09.980 00:10:10.240
Situation.                     00:10:10.240 00:10:10.540
Ich                            00:10:10.820 00:10:10.860
bin                            00:10:10.860 00:10:10.940
vor                            00:10:10.940 00:10:11.100
zwei                           00:10:11.100 00:10:11.320
Wochen                         00:10:11.320 00:10:11.540
nach                           00:10:11.540 00:10:11.740
Kreilsang                      00:10:11.740 00:10:12.320
gezogen,                       00:10:12.320 00:10:12.740
das                            00:10:13.180 00:10:13.400
liegt                          00:10:13.400 00:10:13.580
mitten                         00:10:13.580 00:10:13.880
im                             00:10:13.880 00:10:14.080
Schwarm                        00:10:14.080 00:10:14.480
und                            00:10:14.480 00:10:14.640
da                             00:10:14.640 00:10:14.720
gibt                           00:10:14.720 00:10:14.820
es                             00:10:14.820 00:10:14.960
einen                          00:10:14.960 00:10:15.020
Brauchtum,                     00:10:15.020 00:10:15.440
den                            00:10:15.440 00:10:15.620
wir                            00:10:15.620 00:10:15.760
hier                           00:10:15.760 00:10:15.920
in                             00:10:15.920 00:10:16.020
Köln                           00:10:16.020 00:10:16.300
wahrscheinlich                 00:10:16.300 00:10:16.500
nicht                          00:10:16.500 00:10:16.860
so                             00:10:16.860 00:10:17.080
kennen.                        00:10:17.080 00:10:17.300
Das                            00:10:17.760 00:10:17.820
ist                            00:10:17.820 00:10:17.920
die                            00:10:17.920 00:10:18.080
schwärbische                   00:10:18.080 00:10:18.620
Keramacher.                    00:10:18.620 00:10:19.120
Also                           00:10:20.580 00:10:20.760
ich                            00:10:20.760 00:10:21.200
darf                           00:10:21.200 00:10:21.320
vor                            00:10:21.320 00:10:21.460
zwei                           00:10:21.460 00:10:21.720
Wochen,                        00:10:21.720 00:10:21.940
ich                            00:10:22.020 00:10:22.100
weiß                           00:10:22.100 00:10:22.220
nicht                          00:10:22.220 00:10:22.360
welcher                        00:10:22.360 00:10:22.680
Wahnsinn                       00:10:22.680 00:10:23.000
mich                           00:10:23.000 00:10:23.200
geritten                       00:10:23.200 00:10:23.580
hat,                           00:10:23.580 00:10:23.740
ich                            00:10:23.820 00:10:23.880
raus                           00:10:23.880 00:10:24.020
auf                            00:10:24.020 00:10:24.220
die                            00:10:24.220 00:10:24.320
Straße                         00:10:24.320 00:10:24.520
hat                            00:10:24.520 00:10:24.840
es                             00:10:24.840 00:10:24.940
ein                            00:10:24.940 00:10:25.000
Besen                          00:10:25.000 00:10:25.280
dabei.                         00:10:25.280 00:10:25.480
Und                            00:10:27.660 00:10:28.100
während                        00:10:28.100 00:10:28.540
ich                            00:10:28.540 00:10:28.760
das                            00:10:28.760 00:10:28.860
so                             00:10:28.860 00:10:29.020
am                             00:10:29.020 00:10:29.140
Fegen                          00:10:29.140 00:10:29.460
bin,                           00:10:29.460 00:10:29.660
hat                            00:10:30.320 00:10:31.060
es                             00:10:31.060 00:10:31.260
so                             00:10:31.260 00:10:31.340
ein                            00:10:31.340 00:10:31.480
Gefühl,                        00:10:31.480 00:10:31.820
ich                            00:10:31.980 00:10:32.140
nehme                          00:10:32.140 00:10:32.240
nackten                        00:10:32.240 00:10:32.620
vielleicht                     00:10:32.620 00:10:32.840
Känse                          00:10:32.840 00:10:33.280
das                            00:10:33.280 00:10:33.420
als                            00:10:33.420 00:10:33.640
ob                             00:10:33.640 00:10:33.820
man                            00:10:33.820 00:10:34.020
beobachtet                     00:10:34.020 00:10:34.540
wird.                          00:10:34.540 00:10:34.900
Ich                            00:10:35.440 00:10:35.660
wurde                          00:10:35.660 00:10:35.800
beobachtet                     00:10:35.800 00:10:36.320
von                            00:10:36.320 00:10:36.620
einem                          00:10:36.620 00:10:36.780
Nachbarn.                      00:10:36.780 00:10:37.180
Wahrscheinlich                 00:10:37.960 00:10:38.400
jemand,                        00:10:38.400 00:10:38.700
der                            00:10:38.820 00:10:38.860
schon                          00:10:38.860 00:10:39.000
seit                           00:10:39.000 00:10:39.120
300                            00:10:39.120 00:10:39.460
Jahren                         00:10:39.460 00:10:39.740
in                             00:10:39.740 00:10:39.880
Schwaben                       00:10:39.880 00:10:40.200
sozialisiert                   00:10:40.200 00:10:40.780
ist.                           00:10:40.780 00:10:41.120
Und                            00:10:41.540 00:10:41.580
als                            00:10:41.580 00:10:41.720
ich                            00:10:41.720 00:10:41.900
mich                           00:10:41.900 00:10:42.040
dann                           00:10:42.040 00:10:42.180
umdrehte,                      00:10:42.180 00:10:42.820
sage                           00:10:43.160 00:10:43.200
ich                            00:10:43.200 00:10:43.420
etwas,                         00:10:43.420 00:10:43.580
das                            00:10:43.700 00:10:43.820
war                            00:10:43.820 00:10:43.940
schon                          00:10:43.940 00:10:44.080
reichlich                      00:10:44.080 00:10:44.500
Huki                           00:10:44.500 00:10:44.720
Spuki.                         00:10:44.720 00:10:45.080
Es                             00:10:45.620 00:10:45.720
war                            00:10:45.720 00:10:45.820
nämlich                        00:10:45.820 00:10:45.940
ein                            00:10:45.940 00:10:46.140
Mensch,                        00:10:46.140 00:10:46.340
der                            00:10:46.400 00:10:46.460
völlig                         00:10:46.460 00:10:46.820
wohl                           00:10:46.820 00:10:47.180
gefällig                       00:10:47.180 00:10:47.780
auf                            00:10:47.780 00:10:47.920
seinem                         00:10:47.920 00:10:48.300
Besen                          00:10:48.300 00:10:48.800
lehnen                         00:10:48.800 00:10:49.160
und                            00:10:49.160 00:10:49.360
nicht                          00:10:49.360 00:10:50.120
anschaut.                      00:10:50.120 00:10:50.540
Ich                            00:10:52.780 00:10:53.440
war                            00:10:53.440 00:10:53.600
jetzt                          00:10:53.600 00:10:53.820
ein                            00:10:53.820 00:10:53.920
Teil                           00:10:53.920 00:10:54.120
der                            00:10:54.120 00:10:54.300
Gruppe                         00:10:54.300 00:10:54.580
der                            00:10:54.580 00:10:55.280
Schwaben.                      00:10:55.280 00:10:55.640
Ich                            00:10:56.380 00:10:56.520
hatte                          00:10:56.520 00:10:56.600
nämlich                        00:10:56.600 00:10:56.900
die                            00:10:56.900 00:10:57.100
zweite                         00:10:57.100 00:10:57.480
Ebene                          00:10:57.480 00:10:58.020
der                            00:10:58.020 00:10:58.180
Spielregel,                    00:10:58.180 00:10:58.880
nämlich                        00:10:58.940 00:10:59.060
dieses                         00:10:59.060 00:10:59.500
moralische,                    00:10:59.500 00:11:01.960
diesen                         00:11:01.960 00:11:02.620
moralien                       00:11:02.620 00:11:03.240
sauren                         00:11:03.240 00:11:03.600
Finger,                        00:11:03.600 00:11:03.900
diesen                         00:11:04.100 00:11:04.280
imperativ,                     00:11:04.280 00:11:05.660
der                            00:11:06.200 00:11:06.640
aus                            00:11:06.640 00:11:07.400
der                            00:11:07.400 00:11:07.580
Spielregel                     00:11:07.580 00:11:08.240
hervorgeht                     00:11:08.240 00:11:09.060
oder                           00:11:09.060 00:11:09.240
hervorgehen                    00:11:09.240 00:11:09.860
kann,                          00:11:09.860 00:11:10.260
den                            00:11:11.220 00:11:11.640
hatte                          00:11:11.640 00:11:11.800
ich                            00:11:11.800 00:11:11.980
berücksichtigt.                00:11:11.980 00:11:12.640
Ich                            00:11:12.860 00:11:13.020
war                            00:11:13.020 00:11:13.260
jetzt                          00:11:13.260 00:11:13.540
ein                            00:11:13.540 00:11:13.780
Teil                           00:11:13.780 00:11:14.120
dieser                         00:11:14.120 00:11:15.020
Gruppe.                        00:11:15.020 00:11:15.360
Die                            00:11:16.460 00:11:16.720
Frage                          00:11:16.720 00:11:16.880
ist                            00:11:16.880 00:11:17.160
jetzt,                         00:11:17.160 00:11:17.420
wie                            00:11:17.700 00:11:17.800
gehen                          00:11:17.800 00:11:17.980
Sie                            00:11:17.980 00:11:18.140
mit                            00:11:18.140 00:11:18.240
dem                            00:11:18.240 00:11:18.380
Finger                         00:11:18.380 00:11:18.640
um?                            00:11:18.640 00:11:18.860
Wollen                         00:11:19.180 00:11:19.300
Sie                            00:11:19.300 00:11:19.480
den?                           00:11:19.480 00:11:19.640
Ich                            00:11:19.840 00:11:19.960
will                           00:11:19.960 00:11:20.100
den                            00:11:20.100 00:11:20.260
ich                            00:11:20.260 00:11:20.600
und                            00:11:20.600 00:11:21.940
durch                          00:11:21.940 00:11:22.100
diese                          00:11:22.100 00:11:22.400
Auftrennung                    00:11:22.400 00:11:23.140
und                            00:11:23.140 00:11:23.340
das                            00:11:23.340 00:11:23.480
macht                          00:11:23.480 00:11:23.680
mich                           00:11:23.680 00:11:23.960
handeligensfähig               00:11:23.960 00:11:24.820
und                            00:11:24.820 00:11:24.900
das                            00:11:24.900 00:11:25.040
könnte                         00:11:25.040 00:11:25.220
sie                            00:11:25.220 00:11:25.520
handlungsfähig                 00:11:25.520 00:11:26.280
machen.                        00:11:26.280 00:11:26.520
Kann                           00:11:26.820 00:11:27.020
ich                            00:11:27.020 00:11:27.180
plötzlich                      00:11:27.180 00:11:27.500
sehen,                         00:11:27.500 00:11:27.800
da                             00:11:27.840 00:11:27.900
gibt                           00:11:27.900 00:11:28.020
es                             00:11:28.020 00:11:28.240
eine                           00:11:28.240 00:11:28.460
Ebene,                         00:11:28.460 00:11:28.880
nämlich                        00:11:29.380 00:11:29.380
moral,                         00:11:29.380 00:11:30.280
Identitätsstiftung,            00:11:31.020 00:11:32.320
einer                          00:11:33.700 00:11:34.180
Gruppe,                        00:11:34.180 00:11:34.660
der                            00:11:34.880 00:11:35.080
ich                            00:11:35.080 00:11:35.320
gar                            00:11:35.320 00:11:35.540
nicht                          00:11:35.540 00:11:35.740
dazu                           00:11:35.740 00:11:36.180
gehören                        00:11:36.180 00:11:36.640
will.                          00:11:36.640 00:11:36.860
Ich                            00:11:38.000 00:11:38.220
muss                           00:11:38.220 00:11:38.440
kein                           00:11:38.440 00:11:39.040
Schwab                         00:11:39.040 00:11:39.580
erwerden                       00:11:39.580 00:11:40.140
und                            00:11:40.140 00:11:40.700
von                            00:11:40.700 00:11:40.860
den                            00:11:40.860 00:11:41.040
Leuten                         00:11:41.040 00:11:41.340
geliebt                        00:11:41.340 00:11:41.840
werden,                        00:11:41.840 00:11:42.200
die                            00:11:42.440 00:11:42.640
mich                           00:11:42.640 00:11:42.880
jeden                          00:11:42.880 00:11:43.960
Samstag                        00:11:43.960 00:11:44.640
auf                            00:11:44.640 00:11:44.900
der                            00:11:44.900 00:11:45.040
Straße                         00:11:45.040 00:11:45.240
sehen.                         00:11:45.240 00:11:45.600
Ich                            00:11:45.660 00:11:45.760
brauche                        00:11:45.760 00:11:46.040
das                            00:11:46.040 00:11:46.200
nicht.                         00:11:46.200 00:11:46.420
Das                            00:11:47.000 00:11:47.100
Handlungsziel,                 00:11:47.100 00:11:47.780
die                            00:11:47.780 00:11:47.960
Handlungsabsicht,              00:11:47.960 00:11:48.640
nämlich                        00:11:48.780 00:11:48.900
macht                          00:11:48.900 00:11:49.420
sauber                         00:11:49.420 00:11:49.880
damit                          00:11:49.880 00:11:50.160
keine                          00:11:50.160 00:11:50.600
Ratten                         00:11:50.600 00:11:51.520
rumrennen                      00:11:51.520 00:11:52.020
oder                           00:11:52.020 00:11:52.260
irgendwie                      00:11:52.260 00:11:52.720
dreck                          00:11:52.720 00:11:53.060
rumliegt.                      00:11:53.060 00:11:53.660
Das                            00:11:54.280 00:11:54.600
kann                           00:11:54.600 00:11:54.840
ich                            00:11:54.840 00:11:54.980
berücksichtigen.               00:11:54.980 00:11:55.700
Das                            00:11:55.800 00:11:55.880
ist                            00:11:55.880 00:11:55.980
okay                           00:11:55.980 00:11:56.260
für                            00:11:56.260 00:11:56.540
mich.                          00:11:56.540 00:11:56.700
Aber                           00:11:57.740 00:11:57.900
hier                           00:11:57.900 00:11:58.120
den                            00:11:58.120 00:11:58.380
Finger,                        00:11:58.380 00:11:58.660
damit                          00:11:58.820 00:11:59.060
habe                           00:11:59.060 00:11:59.220
ich                            00:11:59.220 00:11:59.340
keine                          00:11:59.340 00:11:59.560
Lust                           00:11:59.560 00:11:59.760
und                            00:11:59.760 00:12:00.020
ich                            00:12:00.020 00:12:00.560
teile                          00:12:00.560 00:12:01.020
ab                             00:12:01.020 00:12:01.380
in                             00:12:01.380 00:12:01.820
zwei                           00:12:01.820 00:12:02.040
Ebene                          00:12:02.040 00:12:02.380
und                            00:12:02.380 00:12:02.560
die                            00:12:02.560 00:12:02.700
eine                           00:12:02.700 00:12:03.000
erlaubt                        00:12:03.000 00:12:03.740
mir                            00:12:03.740 00:12:03.860
aus                            00:12:03.860 00:12:04.280
der                            00:12:04.280 00:12:04.440
Gruppe                         00:12:04.440 00:12:04.700
auszutreten,                   00:12:04.700 00:12:05.360
in                             00:12:05.660 00:12:05.840
die                            00:12:05.840 00:12:05.960
ich                            00:12:05.960 00:12:06.100
nicht                          00:12:06.100 00:12:06.320
unbedingt                      00:12:06.320 00:12:06.520
reingeholt.                    00:12:06.520 00:12:07.080
Ein                            00:12:08.300 00:12:08.860
zweites                        00:12:08.860 00:12:09.200
Beispiel                       00:12:09.200 00:12:09.680
oder                           00:12:09.680 00:12:09.880
nicht                          00:12:09.880 00:12:10.220
Beispiel,                      00:12:10.220 00:12:10.660
sondern                        00:12:10.800 00:12:10.940
eine                           00:12:10.940 00:12:12.400
Regel,                         00:12:12.400 00:12:12.800
wie                            00:12:12.900 00:12:12.980
man                            00:12:12.980 00:12:13.140
damit                          00:12:13.140 00:12:13.440
umgehen                        00:12:13.440 00:12:13.860
kann.                          00:12:13.860 00:12:14.060
Das                            00:12:14.160 00:12:14.240
ist                            00:12:14.240 00:12:14.360
jetzt                          00:12:14.360 00:12:14.700
eine                           00:12:14.700 00:12:15.680
Regel,                         00:12:15.680 00:12:15.960
wie                            00:12:16.080 00:12:16.420
man                            00:12:16.420 00:12:16.600
eine                           00:12:16.600 00:12:18.880
Möglichkeit,                   00:12:18.880 00:12:19.220
wie                            00:12:19.440 00:12:19.580
man                            00:12:19.580 00:12:19.700
Regeln                         00:12:19.700 00:12:20.120
umdeuten                       00:12:20.120 00:12:20.800
kann,                          00:12:20.800 00:12:21.020
mit                            00:12:21.160 00:12:21.240
einem                          00:12:21.240 00:12:21.500
anderen                        00:12:21.500 00:12:22.000
Sinn                           00:12:22.000 00:12:22.280
aufladen                       00:12:22.280 00:12:23.140
kann.                          00:12:23.140 00:12:23.320
Wir                            00:12:24.240 00:12:24.640
herentragen                    00:12:24.640 00:12:25.140
ja                             00:12:25.140 00:12:25.360
eine                           00:12:25.360 00:12:25.680
Regel                          00:12:25.680 00:12:25.980
beruflich                      00:12:25.980 00:12:26.620
durch                          00:12:26.620 00:12:27.380
aus                            00:12:27.380 00:12:27.640
so                             00:12:27.640 00:12:27.800
was                            00:12:27.800 00:12:27.900
wie                            00:12:27.900 00:12:28.060
eine                           00:12:28.060 00:12:28.180
Krawatte.                      00:12:28.180 00:12:28.560
Jetzt                          00:12:29.280 00:12:29.620
gehört                         00:12:29.620 00:12:29.760
es                             00:12:29.760 00:12:29.920
zur                            00:12:29.920 00:12:30.020
Gruppe                         00:12:30.020 00:12:30.280
Dera,                          00:12:30.280 00:12:30.600
die                            00:12:30.960 00:12:31.520
durchaus                       00:12:31.520 00:12:32.140
hin                            00:12:32.140 00:12:32.340
und                            00:12:32.340 00:12:32.460
wieder                         00:12:32.460 00:12:32.680
gerne                          00:12:32.680 00:12:32.960
eine                           00:12:32.960 00:12:33.260
Krawatte                       00:12:33.260 00:12:33.620
anziehen,                      00:12:33.620 00:12:34.020
aber                           00:12:35.240 00:12:35.480
manchmal                       00:12:35.480 00:12:35.700
eben                           00:12:35.700 00:12:35.980
auch                           00:12:35.980 00:12:36.160
nicht.                         00:12:36.160 00:12:36.320
Wenn                           00:12:38.100 00:12:38.560
ich                            00:12:38.560 00:12:38.760
will,                          00:12:38.760 00:12:38.980
ziehe                          00:12:39.600 00:12:40.000
ich                            00:12:40.000 00:12:40.220
eine                           00:12:40.220 00:12:40.500
an.                            00:12:40.500 00:12:40.660
Jetzt                          00:12:43.080 00:12:43.540
gibt                           00:12:43.540 00:12:43.700
es                             00:12:43.700 00:12:43.920
natürlich                      00:12:43.920 00:12:44.140
Menschen,                      00:12:44.140 00:12:44.440
die                            00:12:44.600 00:12:44.660
sagen,                         00:12:44.660 00:12:44.820
du                             00:12:44.960 00:12:45.020
musst                          00:12:45.020 00:12:45.220
eine                           00:12:45.220 00:12:45.560
Krawatte                       00:12:45.560 00:12:45.940
anziehen,                      00:12:45.940 00:12:46.320
Manager,                       00:12:46.780 00:12:47.260
mal                            00:12:47.600 00:12:47.720
sehr                           00:12:47.720 00:12:48.460
verkürzt                       00:12:48.460 00:12:48.900
gesagt.                        00:12:48.900 00:12:49.180
Das                            00:12:50.060 00:12:50.160
heißt,                         00:12:50.160 00:12:50.300
wird                           00:12:50.420 00:12:50.500
so                             00:12:50.500 00:12:50.660
zu                             00:12:50.660 00:12:50.800
der                            00:12:50.800 00:12:50.920
Gruppe                         00:12:50.920 00:12:51.180
dieser                         00:12:51.180 00:12:51.400
Manager                        00:12:51.400 00:12:51.720
gehörner,                      00:12:51.720 00:12:52.220
musst                          00:12:52.320 00:12:52.420
du                             00:12:52.420 00:12:52.560
eine                           00:12:52.560 00:12:52.640
Krawatte                       00:12:52.640 00:12:53.080
anziehen.                      00:12:53.080 00:12:53.560
Ich                            00:12:54.280 00:12:54.460
will                           00:12:54.460 00:12:54.640
aber                           00:12:54.640 00:12:55.220
nicht                          00:12:55.220 00:12:55.760
die                            00:12:57.840 00:12:58.260
Bau,                           00:12:58.260 00:12:58.520
ich                            00:12:58.700 00:12:58.820
mir                            00:12:58.820 00:12:58.980
eine                           00:12:58.980 00:12:59.140
Brücke.                        00:12:59.140 00:12:59.500
Das                            00:13:00.080 00:13:00.420
ist                            00:13:00.420 00:13:00.560
für                            00:13:00.560 00:13:00.720
mich                           00:13:00.720 00:13:00.840
die                            00:13:00.840 00:13:01.060
Frage,                         00:13:01.060 00:13:01.260
wie                            00:13:01.380 00:13:01.460
kann                           00:13:01.460 00:13:01.640
ich                            00:13:01.640 00:13:01.780
Handlungsfähig                 00:13:01.780 00:13:02.880
werden,                        00:13:02.880 00:13:03.040
indem                          00:13:03.180 00:13:03.260
ich                            00:13:03.260 00:13:03.460
mir                            00:13:03.460 00:13:03.580
eine                           00:13:03.580 00:13:03.700
Brücke                         00:13:03.700 00:13:04.120
bauere                         00:13:04.120 00:13:04.540
und                            00:13:04.540 00:13:04.960
meine                          00:13:04.960 00:13:05.420
Möglichkeit                    00:13:05.420 00:13:06.460
das                            00:13:06.460 00:13:06.820
zu                             00:13:06.820 00:13:07.020
tun.                           00:13:07.020 00:13:07.220
Das                            00:13:07.220 00:13:07.380
ist                            00:13:07.380 00:13:07.520
eine                           00:13:07.520 00:13:07.820
Sinnumdeutung                  00:13:07.820 00:13:08.960
oder                           00:13:08.960 00:13:09.180
man                            00:13:09.180 00:13:09.500
könnte                         00:13:09.500 00:13:09.660
es                             00:13:09.660 00:13:09.860
vielleicht                     00:13:09.860 00:13:10.020
ja                             00:13:10.020 00:13:10.200
reframing                      00:13:10.200 00:13:10.800
nennen                         00:13:10.800 00:13:10.980
und                            00:13:10.980 00:13:11.140
es                             00:13:11.140 00:13:11.280
funktioniert                   00:13:11.280 00:13:11.740
ganz                           00:13:11.740 00:13:12.000
einfach                        00:13:12.000 00:13:12.340
an                             00:13:12.340 00:13:12.500
der                            00:13:12.500 00:13:12.600
Krawatte.                      00:13:12.600 00:13:13.040
Aus                            00:13:14.280 00:13:14.700
dem                            00:13:14.700 00:13:14.960
Sinn,                          00:13:14.960 00:13:15.460
ich                            00:13:15.900 00:13:16.040
ziehe                          00:13:16.040 00:13:16.260
das                            00:13:16.260 00:13:16.420
an,                            00:13:16.420 00:13:16.580
weil                           00:13:16.600 00:13:16.700
meine                          00:13:16.700 00:13:16.960
Gruppe                         00:13:16.960 00:13:17.340
das                            00:13:17.340 00:13:17.600
anzieht,                       00:13:17.600 00:13:18.360
mache                          00:13:20.800 00:13:21.060
